tweet,clean_tweet,sentiment
"Andai rehabilitasi sperti alasannya, apakah sudah ada ijin nya/terdaftar?
Tempat rehabilitasi berijin sudah pasti a… https://t.co/mJfaL8jWpP",andai rehabilitasi sperti alasannya  apakah sudah ada ijin nya terdaftar  tempat rehabilitasi berijin sudah pasti a ,Neutral
Polda Sumut Bentuk Tim Gabungan untuk Bongkar Perbudakan Bupati Langkat https://t.co/CBuNoEPl0j,polda sumut bentuk tim gabungan untuk bongkar perbudakan bupati langkat ,Neutral
"MISTERI Penghuni Kerangkeng Manusia Bupati Langkat TERUNGKAP! 

#BupatiLangkat #bupati 
https://t.co/eVioRP8ujX",misteri penghuni kerangkeng manusia bupati langkat terungkap     bupatilangkat  bupati  ,Positive
"Gw ngeri liat muka bupati Langkat, ternyata ada yg lebih mengerikan dari dia. It's a damn hell on earth https://t.co/b70Dj5JnXf",gw ngeri liat muka bupati langkat  ternyata ada yg lebih mengerikan dari dia  it s a damn hell on earth ,Negative
"@null Soal Kerangkeng Manusia Bupati Langkat, BNN: Tak Penuhi Standar Rehabilitasi Pec  https://t.co/qmLb3wPUw4", soal kerangkeng manusia bupati langkat  bnn  tak penuhi standar rehabilitasi pec  ,Neutral
"@null Soal Kerangkeng Manusia Bupati Langkat, BNN: Tak Penuhi Standar Rehabilitasi Pec  https://t.co/3acViR2ZFw", soal kerangkeng manusia bupati langkat  bnn  tak penuhi standar rehabilitasi pec  ,Neutral
"Dugaan Perbudakan Bupati Langkat, Polisi Periksa 11 Orang https://t.co/oCaCtR3OJ8",dugaan perbudakan bupati langkat  polisi periksa  orang ,Negative
Rumah Bupati Langkat Digeledah KPK https://t.co/B1bQ7QTT14,rumah bupati langkat digeledah kpk ,Neutral
Polisi Belum Simpulkan Ada Perbudakan di Kerangkeng Bupati Langkat https://t.co/KswYiN4NSR,polisi belum simpulkan ada perbudakan di kerangkeng bupati langkat ,Neutral
Hanung Bramantyo Kecam Bupati Langkat: Justru Mengembalikan ke Zaman Jahiliah https://t.co/8h5u2KtoQ1… https://t.co/shfPdzhPRA,hanung bramantyo kecam bupati langkat  justru mengembalikan ke zaman jahiliah  ,Negative
Polisi Periksa 11 orang Terkait Dugaan Perbudakan oleh Bupati Langkat. Pemeriksaan itu dalam rangka meminta keteran… https://t.co/jvPPWgeAOR,polisi periksa  orang terkait dugaan perbudakan oleh bupati langkat  pemeriksaan itu dalam rangka meminta keteran ,Neutral
"Bengong + gaabis pikir liat berita Bupati Langkat, ga waras banget",bengong   gaabis pikir liat berita bupati langkat  ga waras banget,Neutral
"Bupati Langkat jeruji besinya di luar rumah atau di dalam rumah si???, finally nemu youtubenya… https://t.co/YZC56uCpOO",bupati langkat jeruji besinya di luar rumah atau di dalam rumah si     finally nemu youtubenya ,Neutral
Bakal membusuk dipenjara nih orang! Diduga ituh krangkeng dah digunaken 10th bwat ngurung para pekerja kebun kelapa… https://t.co/R3kiDozeFx,bakal membusuk dipenjara nih orang  diduga ituh krangkeng dah digunaken  bwat ngurung para pekerja kebun kelapa ,Negative
KPK mendalami pengaturan proyek hingga berujung pemberian suap terhadap Bupati Langkat nonaktif Terbit Rencana Pera… https://t.co/ASAuFUQti2,kpk mendalami pengaturan proyek hingga berujung pemberian suap terhadap bupati langkat nonaktif terbit rencana pera ,Negative
Pengumpul Fee Proyek untuk Bupati Langkat Diperiksa KPK https://t.co/U2PtdRrf9x,pengumpul fee proyek untuk bupati langkat diperiksa kpk ,Neutral
"Sudah diserok kpk, tambah kasus lagi 

Kerangkeng Manusia di Rumah Bupati Langkat, LPSK: Jika Benar, Ini Perbudakan… https://t.co/PGNDJp5YJm",sudah diserok kpk  tambah kasus lagi   kerangkeng manusia di rumah bupati langkat  lpsk  jika benar  ini perbudakan ,Neutral
"@tubirfess Pejabat kok cuman korupsi, slavery juga lah :) 

FYI bupati langkat punya sel penjara manusia di belakan… https://t.co/mX0WOVF3zM", pejabat kok cuman korupsi  slavery juga lah      fyi bupati langkat punya sel penjara manusia di belakan ,Negative
"Laporan Migrant Care Atas Dugaan Perbudakan Modern oleh Bupati Langkat

https://t.co/EDBlpd1D00",laporan migrant care atas dugaan perbudakan modern oleh bupati langkat  ,Negative
"Bupati Langkat 

https://t.co/1OhFzd50A0",bupati langkat   ,Neutral
"JUAL NETFLIX PREMIUM MURAH

SHARING
45K/bulan
130/3bulan

PRIVATE
195K/bulan

MINAT DM/WA

youtube spotify disney h… https://t.co/gqdUcqKHqt",jual netflix premium murah  sharing  bulan    private  bulan  minat dm wa  youtube spotify disney h ,Positive
"Penjara Pribadi Bupati Langkat, Untuk Siapa? https://t.co/BWAxLqy9jU",penjara pribadi bupati langkat  untuk siapa  ,Neutral
KPK Menggeledah Rumah Tersangka Bupati Langkat https://t.co/jyYpan55G3,kpk menggeledah rumah tersangka bupati langkat ,Negative
"5 Fakta Kerangkeng Manusia di Rumah Bupati Langkat, Sudah Ada Sejak 2012 https://t.co/4lZlIw66jC", fakta kerangkeng manusia di rumah bupati langkat  sudah ada sejak  ,Positive
@RiccasilvianaR @sobbbeast @LeeM1neraL btw Bupati Langkat ini muka2nya emang kek muka2 jahat,   btw bupati langkat ini  emang kek  jahat,Negative
"Nanti semua org punya🚀 jetpacks, asikkan ke sekolah naik itu, apalagi pacaran berdua terbang 😭

iPhone 13 Bupati La… https://t.co/ct6LKXF2ud",nanti semua org punya jetpacks  asikkan ke sekolah naik itu  apalagi pacaran berdua terbang   iphone  bupati la ,Positive
KPK Koordinasi dengan Penegak Hukum Lain Terkait Dugaan Perbudakan Bupati Langkat https://t.co/zYifgL2uy9,kpk koordinasi dengan penegak hukum lain terkait dugaan perbudakan bupati langkat ,Neutral
"Terbongkar! Ini Kondisi Kerangkeng Manusia di dalam Rumah Bupati Langkat https://t.co/4dpDFdyVLi 

WE BUTTER MOVE M… https://t.co/71SVp4iZaL",terbongkar  ini kondisi kerangkeng manusia di dalam rumah bupati langkat    we butter move m ,Neutral
Apa ada berita terupdate soal bupati langkat? Isu yang dia bilang kerangkengnya buat rehab gimana? Emang bener?,apa ada berita terupdate soal bupati langkat  isu yang dia bilang kerangkengnya buat rehab gimana  emang bener ,Negative
Penemuan kerangkeng manusia di rumah Bupati Langkat. https://t.co/sAIOWSJ3wn,penemuan kerangkeng manusia di rumah bupati langkat  ,Neutral
"Soal Kerangkeng, KSP Pastikan Bupati Langkat Akan Dihukum Berat https://t.co/tEZROplMEI",soal kerangkeng  ksp pastikan bupati langkat akan dihukum berat ,Negative
Sutradara Hanung Bramantyo mengecam Bupati Langkat Terbit Rencana Perangin Angin yang diduga melakukan perbudakan m… https://t.co/KVIEl5ykre,sutradara hanung bramantyo mengecam bupati langkat terbit rencana perangin angin yang diduga melakukan perbudakan m ,Negative
"Ya Allah tega bener orang dikurung gitu.
Bisa2nya dia jadi Bupati Langkat, orang loh itu bukan barang. Pen bet gua… https://t.co/VQdNchmWK9",ya allah tega bener orang dikurung gitu   dia jadi bupati langkat  orang loh itu bukan barang  pen bet gua ,Negative
Sutradara Hanung Bramantyo mengecam Bupati Langkat Terbit Rencana Perangin Angin yang diduga melakukan perbudakan m… https://t.co/ZZIFE05JMd,sutradara hanung bramantyo mengecam bupati langkat terbit rencana perangin angin yang diduga melakukan perbudakan m ,Negative
KPK Siap Bantu Kepolisian Soal Penemuan Kerangkeng Manusia di Rumah Bupati Langkat Nonaktif https://t.co/Y5aQ1QXxSB https://t.co/L5kb64hEoF,kpk siap bantu kepolisian soal penemuan kerangkeng manusia di rumah bupati langkat nonaktif  ,Positive
KPK Geledah Kediaman Pribadi Bupati Langkat https://t.co/ewrT7Zi61i,kpk geledah kediaman pribadi bupati langkat ,Negative
Dikawal pasukan berlaras panjang https://t.co/MXrW6mejuK,dikawal pasukan berlaras panjang ,Neutral
"Membuat panti rehabilitasi pecandu NAPZA tuh gak mudah, termasuk harus mempekerjakan dokter, tenaga medis &amp; izin di… https://t.co/SvrmGbOq84",membuat panti rehabilitasi pecandu napza tuh gak mudah  termasuk harus mempekerjakan dokter  tenaga medis  amp  izin di ,Positive
"Tindakan Perbudakan Bupati Langkat Dinilai Keterlaluan, Anggota DPR: Jahatnya Nggak Ketulungan!
 
https://t.co/hJgrFojVBY",tindakan perbudakan bupati langkat dinilai keterlaluan  anggota dpr  jahatnya nggak ketulungan    ,Negative
Bupati Langkat trending! Tapi bas si la uli alias kemali!,bupati langkat trending  tapi bas si la uli alias kemali ,Neutral
Profil Bupati Langkat yang Miliki Kerangkeng Manusia di Rumahnya https://t.co/1iJJm9X116,profil bupati langkat yang miliki kerangkeng manusia di rumahnya ,Neutral
suka pengen hire dukun se endonesah buat guna guna orang orang jahat macam bupati langkat dan orang orang yang melindunginya hhhh,suka pengen hire dukun se endonesah buat guna guna orang orang jahat macam bupati langkat dan orang orang yang melindunginya hhhh,Negative
PASTIKAN DONG….! KSP Minta Bupati Langkat Sebagai Tersangka Koruptor dan Pelaku Perbudakan Harus Dihukum Berat https://t.co/eMDtg2Amkb,pastikan dong   ksp minta bupati langkat sebagai tersangka koruptor dan pelaku perbudakan harus dihukum berat ,Negative
"Sumut lagi , Sumut lagi .
CC @RahmayadiEdy
https://t.co/m6Phc2DuAH",sumut lagi   sumut lagi   cc  ,Neutral
"Temuannya antara lain kerja paksa, penggunaan buruh anak-anak, diskriminasi gender, hingga praktik kerja yang ekspl… https://t.co/GXDNYTxcDx",temuannya antara lain kerja paksa  penggunaan buruh anak anak  diskriminasi gender  hingga praktik kerja yang ekspl ,Neutral
"Derita Penghuni Penjara Rumah Bupati Langkat, Dipukuli sampai Lebam, Kerja 10 jam Tak digaji @Rhslh88… https://t.co/N1QCtJMEJd",derita penghuni penjara rumah bupati langkat  dipukuli sampai lebam  kerja  jam tak digaji  ,Negative
Kerangkeng katanya dipakai untuk menampung pecandu narkoba https://t.co/c42NoUKTEn,kerangkeng katanya dipakai untuk menampung pecandu narkoba ,Negative
"Jika benar, perbuatan Bupati Langkat melanggar HAM https://t.co/M7bVQkd2QH",jika benar  perbuatan bupati langkat melanggar ham ,Neutral
"@jongjaehyun_ Anak bupati langkat itu ya nay,?", anak bupati langkat itu ya nay  ,Neutral
"Berasa pribumi di jajah dan di pekerjakan secara paksa oleh pribumi juga. Miris sekali, bagaimana dgn keluarga para… https://t.co/ibVlYkGbmL",berasa pribumi di jajah dan di pekerjakan secara paksa oleh pribumi juga  miris sekali  bagaimana dgn keluarga para ,Negative
KPK: Ada 2 Ruang Kerangkeng Manusia di Rumah Bupati Langkat https://t.co/U2zB78oivT,kpk  ada  ruang kerangkeng manusia di rumah bupati langkat ,Neutral
"Walikota Bekasi Diduga Potong Tunjangan ASN Lebih dari Rp 600 Juta https://t.co/Q5TEY1tkH9 

iPhone 13… https://t.co/tLiVQ7eKAi",walikota bekasi diduga potong tunjangan asn lebih dari rp  juta    iphone  ,Negative
"Kunjungi Lokasi Latihan Persikota FC, Prilly Latuconsina Tunjukan Keseriusannya Untuk Jadi Bos Klub Sepak Bola… https://t.co/nqisZ8p2dO",kunjungi lokasi latihan persikota fc  prilly latuconsina tunjukan keseriusannya untuk jadi bos klub sepak bola ,Neutral
"Terancam Digusur, Begini Curhatan Warga Kampung Bambu Yang Rumahnya Berlokasi Di Sekitar JIS… https://t.co/Bd3PHnjD9v",terancam digusur  begini curhatan warga kampung bambu yang rumahnya berlokasi di sekitar jis ,Negative
Komisi Pemberantasan Korupsi (KPK) menggeledah rumah pribadi Bupati Langkat nonaktif Terbit Rencana Perangin Angin… https://t.co/CIpCdOGLz9,komisi pemberantasan korupsi  kpk  menggeledah rumah pribadi bupati langkat nonaktif terbit rencana perangin angin ,Negative
"Sosok Bupati Langkat Pemilik Kerangkeng Manusia di Rumahnya, Tergolong K... https://t.co/Ahslm7aLCD via @YouTube… https://t.co/yeIEuaV9gi",sosok bupati langkat pemilik kerangkeng manusia di rumahnya  tergolong k     via  ,Neutral
"Pengguna narkoba tersebut juga bekerja di kebun kelapa sawit milik Bupati Langkat.
Menurut laporan yang diterima Mi… https://t.co/dggBVaiGFm",pengguna narkoba tersebut juga bekerja di kebun kelapa sawit milik bupati langkat  menurut laporan yang diterima mi ,Neutral
"Menurut Kapolda Sumut Irjen RZ Panca Putra Simanjuntak, Bupati Langkat mengaku bangunan itu digunakan sebagai “temp… https://t.co/SCNf8PdRCB",menurut kapolda sumut irjen rz panca putra simanjuntak  bupati langkat mengaku bangunan itu digunakan sebagai temp ,Positive
Bupati Langkat gapunya anak atau istri apa? masa anaknya gak kepo di rumahnya ada kerangkeng manusia serupa penjara… https://t.co/H1CgUMvy41,bupati langkat gapunya anak atau istri apa  masa anaknya gak kepo di rumahnya ada kerangkeng manusia serupa penjara ,Neutral
@gingakie anak bupati langkat, anak bupati langkat,Neutral
Bupati Langkat is the real VOC jaman jigeum. Udah parah emang manusia satu ini. Tidak memanusiakan manusia.,bupati langkat is the real voc jaman jigeum  udah parah emang manusia satu ini  tidak memanusiakan manusia ,Negative
"Proses Evakuasi 27 Orang di Kerangkeng Rumah Bupati Langkat Dihadang Keluarga

https://t.co/vDF7m7AOPk",proses evakuasi  orang di kerangkeng rumah bupati langkat dihadang keluarga  ,Negative
"@KompasTV KERANGKENG ITU DIRUMAH BUPATI dan ADA ORANG ORANG YANG DIKERANGKENG.
TIDAK MUNGKIN PETUGAS BARU MENGETAHU… https://t.co/5rMwkkCCXz", kerangkeng itu dirumah bupati dan ada orang orang yang dikerangkeng  tidak mungkin petugas baru mengetahu ,Negative
Emg bupati langkat ini anjing https://t.co/k61o0dDbPa,emg bupati langkat ini anjing ,Negative
KPK Usut Penyetoran Fee untuk Bupati Langkat dari Berbagai Proyek https://t.co/iLyusYJyXc,kpk usut penyetoran fee untuk bupati langkat dari berbagai proyek ,Neutral
"Pada 19 Januari, rumah Bupati Langkat Terbit Rencana Peranginangin digeledah oleh petugas KPK yang dibantu oleh ang… https://t.co/pG6jFBy3jf",pada  januari  rumah bupati langkat terbit rencana peranginangin digeledah oleh petugas kpk yang dibantu oleh ang ,Positive
"Usut Suap Pengadaan Barang, KPK Geledah Rumah Bupati Langkat Ada Kerangkengnya https://t.co/B9gat9cjVt",usut suap pengadaan barang  kpk geledah rumah bupati langkat ada kerangkengnya ,Negative
@jees11__ @Anoon404 @fakesombi @LeeM1neraL Dia tidak tahu mungkin ajudan bupati langkat lebih gagah ahahaha mungkin… https://t.co/ov0jZdyTOo,    dia tidak tahu mungkin ajudan bupati langkat lebih gagah ahahaha mungkin ,Positive
"Terkait Kerangkeng Manusia, Kantor Staf Kepresidenan Dorong Agar Bupati Langkat Dihukum Berat https://t.co/D8q6J0ICpW",terkait kerangkeng manusia  kantor staf kepresidenan dorong agar bupati langkat dihukum berat ,Neutral
"Polri Tegaskan Kerangkeng Manusia di Rumah Bupati Langkat Ilegal

https://t.co/WtC4jWst09",polri tegaskan kerangkeng manusia di rumah bupati langkat ilegal  ,Negative
Hukum mati bupati Langkat ni,hukum mati bupati langkat ni,Neutral
"25ribu dapet 40 poster aesthetic?

Cek disini 👉 https://t.co/smj6VeBXMx

#aesthetic #PosterMurah #Dekor… https://t.co/MpoTsGnVOb", dapet  poster aesthetic   cek disini     aesthetic  postermurah  dekor ,Neutral
"Bupati Langkat Diduga Dalang Human Trafficking, Ini Kata Komnas HAM https://t.co/TpCt7mDARJ",bupati langkat diduga dalang human trafficking  ini kata komnas ham ,Negative
KPK Ternyata Melihat Kerangkeng Manusia saat OTT Bupati Langkat https://t.co/T6nWiD0rBb #BupatiLangkat,kpk ternyata melihat kerangkeng manusia saat ott bupati langkat   bupatilangkat,Neutral
Kasus Penjara Manusia di Rumah Bupati Langkat Harus Diusut Tuntas https://t.co/Npx1HriRss,kasus penjara manusia di rumah bupati langkat harus diusut tuntas ,Neutral
Polisi menemukan kerangkeng manusia seluas 6x6 meter di bangunan seluas 1 hektare. Kerangkeng dibagi menjadi dua ka… https://t.co/BV4S428wsu,polisi menemukan kerangkeng manusia seluas  meter di bangunan seluas  hektare  kerangkeng dibagi menjadi dua ka ,Neutral
Polda Sumut Selidiki Kerangkeng dan Dugaan Kerja Paksa Pecandu Narkoba di Rumah Bupati Langkat https://t.co/uvwFHAYXoQ,polda sumut selidiki kerangkeng dan dugaan kerja paksa pecandu narkoba di rumah bupati langkat ,Negative
"@KompasTV BEDEBAH😡😡😡❗
TERKUTUK KAU BUPATi Langkat", bedebah terkutuk kau bupati langkat,Negative
Petugas Temukan Kerangkeng Manusia di Rumah Bupati Langkat Timbas Perangin Angin https://t.co/xrtirtf4zM https://t.co/gnkD8Igo8V,petugas temukan kerangkeng manusia di rumah bupati langkat timbas perangin angin  ,Neutral
KPK Ingatkan Ancaman Pidana Bagi yang Halangi Penyidikan Kasus Bupati Langkat https://t.co/4bt4tPdciJ,kpk ingatkan ancaman pidana bagi yang halangi penyidikan kasus bupati langkat ,Negative
Rh sakit banget tuh si bupati langkat,rh sakit banget tuh si bupati langkat,Negative
Tuntut hukuman seumur hidup Bupati Langkat https://t.co/kzzAqeZUlJ,tuntut hukuman seumur hidup bupati langkat ,Neutral
4 Respons Komnas HAM Terkait Temuan Kerangkeng Manusia di Rumah Bupati Langkat https://t.co/N3rb4N085r, respons komnas ham terkait temuan kerangkeng manusia di rumah bupati langkat ,Neutral
KPK Geledah Rumah Bupati Langkat yang Ada Kerangkengnya https://t.co/NOmQlfoFrn,kpk geledah rumah bupati langkat yang ada kerangkengnya ,Negative
"Naach lhooo ...

Koq bisaa ...🤔

https://t.co/V4dkNaIs8X",naach lhooo      koq bisaa      ,Neutral
Bagaimana kalau bupati Langkat dikerangkeng balik?,bagaimana kalau bupati langkat dikerangkeng balik ,Negative
Jual netflix canva pro viu iqiyi wetv mola tv vidio platinum grammarly iflix disney+ hbo max go cari butuh premium… https://t.co/nVf4Vuc9fe,jual netflix canva pro viu iqiyi wetv mola tv vidio platinum grammarly iflix disney  hbo max go cari butuh premium ,Neutral
"Kerangkeng manusia ditemukan di rumah Bupati Langkat.
Diduga adanya perbudakan manusia.

Any thought?

#genpico… https://t.co/n265L9yI4w",kerangkeng manusia ditemukan di rumah bupati langkat  diduga adanya perbudakan manusia   any thought    genpico ,Negative
Temuan adanya penjara di rumah Bupati Langkat Terbit Rencana Perangin Angin memang bikin geger negeri ini. Kantor S… https://t.co/n5Lh8T8PZH,temuan adanya penjara di rumah bupati langkat terbit rencana perangin angin memang bikin geger negeri ini  kantor s ,Negative
Bupati Langkat semakin terkenal mantap pak 👌 https://t.co/CSHeXVpRFr,bupati langkat semakin terkenal mantap pak  ,Positive
"Kerangkeng di Rumah Bupati Langkat, Ayang Utriza Riza: Ini Orang Kejam Sekali 

#BupatiLangkat #Bupati #ayang… https://t.co/3jnFOWDI5Y",kerangkeng di rumah bupati langkat  ayang utriza riza  ini orang kejam sekali    bupatilangkat  bupati  ayang ,Negative
"JUAL NETFLIX PREMIUM MURAH

SHARING
45K/bulan
PRIVATE
195K/bulan

APP LAIN CEK PINED
MINAT DM/WA

youtube spotify d… https://t.co/0gy7vdfiJV",jual netflix premium murah  sharing  bulan private  bulan  app lain cek pined minat dm wa  youtube spotify d ,Positive
Teori pertahanan ini dikembangkan oleh seorang Grandmaster catur yang juga seorang ahli botani. Selengkapnya di… https://t.co/DFnfl8i3C3,teori pertahanan ini dikembangkan oleh seorang grandmaster catur yang juga seorang ahli botani  selengkapnya di ,Positive
